,Unnamed: 0,Titr,URL,title,Date,text_file
364,365,Air Canada Named Best Airline ,https://www.newswire.ca/news-releases/air-canada-named-best-airline-in-north-america-by-skytrax-world-airline-awards-at-the-paris-air-show-629642213.html,Air Canada Named Best Airline in North America by Skytrax World Airline Awards at the Paris Air Show,"Jun 20, 2017, 09:00 ET",629642213.txt
365,366,Air Canada inaugurates Daily M,https://www.newswire.ca/news-releases/air-canada-inaugurates-daily-montreal-washington-dulles-iad-flights-629395623.html,Air Canada inaugurates Daily Montreal-Washington Dulles (IAD) Flights,"Jun 19, 2017, 10:00 ET",629395623.txt
366,367,Air Canada Proud to be a Signa,https://www.newswire.ca/news-releases/air-canada-proud-to-be-a-signature-sponsor-of-the-invictus-games-toronto-2017-628685883.html,Air Canada Proud to be a Signature Sponsor of the Invictus Games Toronto 2017,"Jun 15, 2017, 13:34 ET",628685883.txt
367,368,Air Canada Offers Summer #Trav,https://www.newswire.ca/news-releases/air-canada-offers-summer-traveltips-628140383.html,Air Canada Offers Summer #TravelTips,"Jun 13, 2017, 07:00 ET",628140383.txt
368,369,Air Canada Inaugurates Montrea,https://www.newswire.ca/news-releases/air-canada-inaugurates-montreal-to-marseille-service-627432013.html,Air Canada Inaugurates Montreal to Marseille Service,"Jun 09, 2017, 08:00 ET",627432013.txt
369,370,Huan ying deng ji! Air Canada ,https://www.newswire.ca/news-releases/huan-ying-deng-ji-air-canada-inaugurates-daily-year-round-flights-from-vancouver-to-taipei-627290091.html,Huan ying deng ji! Air Canada Inaugurates Daily Year-Round Flights from Vancouver to Taipei,"Jun 08, 2017, 15:35 ET",627290091.txt
370,371,Air Canada to Expand Services ,https://www.newswire.ca/news-releases/air-canada-to-expand-services-to-colombia-this-winter-627000951.html,Air Canada to Expand Services to Colombia this Winter,"Jun 07, 2017, 09:00 ET",627000951.txt
371,372,Air Canada Reprices U.S.$1.1 B,https://www.newswire.ca/news-releases/air-canada-reprices-us11-billion-credit-facility-625943303.html,Air Canada Reprices U.S.$1.1 Billion Credit Facility,"Jun 02, 2017, 11:21 ET",625943303.txt
372,373,Air Canada is getting its summ,https://www.newswire.ca/news-releases/air-canada-is-getting-its-summer-off-to-an-early-start-with-11-new-international-services-625663194.html,Air Canada is getting its summer off to an early start with 11 New International Services,"Jun 01, 2017, 07:00 ET",625663194.txt
373,374,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-national-bank-financial-7th-annual-quebec-conference-624616763.html,"Media Advisory - Air Canada Executive Vice President and Chief Financial Officer, Michael Rousseau to Present at the National Bank Financial 7th Annual Quebec Conference","May 26, 2017, 12:08 ET",624616763.txt
374,375,Air Canada Renews Normal Cours,https://www.newswire.ca/news-releases/air-canada-renews-normal-course-issuer-bid-624591403.html,Air Canada Renews Normal Course Issuer Bid,"May 26, 2017, 09:25 ET",624591403.txt
375,376,"Air Canada Launches ""See: Cana",https://www.newswire.ca/news-releases/air-canada-launches-see-canada-in-celebration-of-the-countrys-150th-anniversary-623890053.html,"Air Canada Launches ""See: Canada"" in Celebration of the Country's 150th Anniversary","May 23, 2017, 13:50 ET",623890053.txt
376,377,Air Canada Flights Now Located,https://www.newswire.ca/news-releases/air-canada-flights-now-located-at-los-angeles-airport-terminal-6-622830903.html,Air Canada Flights Now Located at Los Angeles Airport Terminal 6,"May 17, 2017, 16:20 ET",622830903.txt
377,378,Air Canada Comments on Propose,https://www.newswire.ca/news-releases/air-canada-comments-on-proposed-transportation-modernization-act-622586574.html,Air Canada Comments on Proposed Transportation Modernization Act,"May 16, 2017, 14:19 ET",622586574.txt
378,379,Air Canada Working with Canadi,https://www.newswire.ca/news-releases/air-canada-working-with-canadian-red-cross-to-help-flooded-communities-in-quebec-and-across-canada-air-canada-foundation-to-make-50000-donation-to-flood-relief-appeals-622124623.html,"Air Canada Working with Canadian Red Cross to help Flooded communities in Quebec and Across Canada; Air Canada Foundation to make $50,000 donation to Flood Relief Appeals","May 12, 2017, 16:12 ET",622124623.txt
379,380,Air Canada To Offer High-Speed,https://www.newswire.ca/news-releases/air-canada-to-offer-high-speed-internet-on-air-canada-rouge-622089193.html,Air Canada To Offer High-Speed Internet on Air Canada Rouge,"May 12, 2017, 09:00 ET",622089193.txt
380,381,Air Canada to Launch Its Own L,https://www.newswire.ca/news-releases/air-canada-to-launch-its-own-loyalty-program-in-2020-621967683.html,Air Canada to Launch Its Own Loyalty Program in 2020,"May 11, 2017, 06:00 ET",621967683.txt
381,382,Air Canada Announces Election ,https://www.newswire.ca/news-releases/air-canada-announces-election-of-directors-621663373.html,Air Canada Announces Election of Directors,"May 08, 2017, 16:53 ET",621663373.txt
382,383,Air Canada Reports First Quart,https://www.newswire.ca/news-releases/air-canada-reports-first-quarter-2017-results-621421703.html,Air Canada Reports First Quarter 2017 Results,"May 05, 2017, 06:00 ET",621421703.txt
383,384,Air Canada Announces Montreal ,https://www.newswire.ca/news-releases/air-canada-announces-montreal---lima-service-its-first-non-stop-south-american-flights-from-montreal-621151863.html,Air Canada Announces Montreal - Lima Service; Its First Non-Stop South American flights from Montreal,"May 03, 2017, 09:05 ET",621151863.txt
384,385,Air Canada Adds Six New Routes,https://www.newswire.ca/news-releases/air-canada-adds-six-new-routes-to-australia-south-america-caribbean-and-usa-621149553.html,"Air Canada Adds Six New Routes to Australia, South America, Caribbean and USA","May 03, 2017, 09:00 ET",621149553.txt
385,386,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-first-quarter-2017-results-620095743.html,Media Advisory - Air Canada to Present First Quarter 2017 Results,"Apr 21, 2017, 14:01 ET",620095743.txt
386,387,Air Canada to Operate Biofuel ,https://www.newswire.ca/news-releases/air-canada-to-operate-biofuel-flights-in-support-of-environmental-research-on-contrails-and-emissions-620073143.html,Air Canada to Operate Biofuel Flights in Support of Environmental Research on Contrails and Emissions,"Apr 21, 2017, 10:00 ET",620073143.txt
387,388,Air Canada Named One of Montre,https://www.newswire.ca/news-releases/air-canada-named-one-of-montreals-top-employers-for-the-fourth-consecutive-year-619986523.html,Air Canada Named One of Montreal's Top Employers for the Fourth Consecutive Year,"Apr 20, 2017, 13:45 ET",619986523.txt
388,389,Air Canada Proudly Supports Vi,https://www.newswire.ca/news-releases/air-canada-proudly-supports-vimy-flight-flypast-commemorating-the-battle-of-vimy-ridge-618720143.html,Air Canada Proudly Supports Vimy Flight Flypast Commemorating the Battle of Vimy Ridge,"Apr 08, 2017, 09:00 ET",618720143.txt
389,390,Air Canada Announces Board Cha,https://www.newswire.ca/news-releases/air-canada-announces-board-chairman-david-i-richardson-retirement-appointment-of-vagn-sorensen-as-incoming-chairman-618682403.html,"Air Canada Announces Board Chairman David I. Richardson retirement, appointment of Vagn Sørensen as incoming Chairman","Apr 07, 2017, 17:00 ET",618682403.txt
390,391,More than $1.1 million raised ,https://www.newswire.ca/news-releases/more-than-11-million-raised-at-second-annual-wanderluxe-event-presented-by-air-canada-in-collaboration-with-td-bank-group-618672903.html,More than $1.1 million raised at second annual Wanderluxe event presented by Air Canada in collaboration with TD Bank Group,"Apr 07, 2017, 15:29 ET",618672903.txt
391,392,Air Canada Announces Departure,https://www.newswire.ca/news-releases/air-canada-announces-departure-of-klaus-goersch-618017383.html,Air Canada Announces Departure of Klaus Goersch,"Apr 03, 2017, 18:34 ET",618017383.txt
392,393,Air Canada Named one of Canada,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-top-diversity-employers-for-the-second-consecutive-year-617325383.html,Air Canada Named one of Canada's Top Diversity Employers for the Second Consecutive Year,"Mar 28, 2017, 12:15 ET",617325383.txt
393,394,Air Canada Announces Renewal o,https://www.newswire.ca/news-releases/air-canada-announces-renewal-of-shareholder-rights-plan-617047994.html,Air Canada Announces Renewal of Shareholder Rights Plan,"Mar 24, 2017, 16:00 ET",617047994.txt
394,395,Air Canada Comments on Federal,https://www.newswire.ca/news-releases/air-canada-comments-on-federal-budget-616879574.html,Air Canada Comments on Federal Budget,"Mar 22, 2017, 19:33 ET",616879574.txt
395,396,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-desjardins-industrials-telecom--consumer-conference-616823874.html,"Media Advisory - Air Canada Executive Vice President and Chief Financial Officer, Michael Rousseau to present at the Desjardins Industrials, Telecom &amp; Consumer Conference","Mar 22, 2017, 10:00 ET",616823874.txt
396,397,Air Canada Adds Daily Montreal,https://www.newswire.ca/news-releases/air-canada-adds-daily-montreal-washington-dulles-iad-flights-to-growing-transborder-network-616225114.html,Air Canada Adds Daily Montreal-Washington Dulles (IAD) Flights to Growing Transborder Network,"Mar 15, 2017, 10:00 ET",616225114.txt
397,398,Air Canada Adds Daily Vancouve,https://www.newswire.ca/news-releases/air-canada-adds-daily-vancouver-boston-flights-to-growing-transborder-network-for-summer-2017-616225474.html,Air Canada Adds Daily Vancouver-Boston Flights to Growing Transborder Network for Summer 2017,"Mar 15, 2017, 10:00 ET",616225474.txt
398,399,The Sky's the Limit - Air Cana,https://www.newswire.ca/news-releases/the-skys-the-limit---air-canada-salutes-its-women-employees-on-international-womens-day-615696733.html,The Sky's the Limit - Air Canada Salutes its Women Employees on International Women's Day,"Mar 08, 2017, 13:25 ET",615696733.txt
399,400,Media advisory - Air Canada Pr,https://www.newswire.ca/news-releases/media-advisory---air-canada-president-and-chief-executive-officer-calin-rovinescu-to-present-at-the-jp-morgan-aviation-transportation--industrials-conference-615602073.html,"Media advisory - Air Canada President and Chief Executive Officer, Calin Rovinescu to Present at the J.P. Morgan Aviation, Transportation &amp; Industrials Conference","Mar 07, 2017, 15:37 ET",615602073.txt
400,401,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cibc-industrials-conference-615322083.html,"Media Advisory - Air Canada Executive Vice President and Chief Financial Officer, Michael Rousseau, to Present at the CIBC Industrials Conference","Mar 03, 2017, 09:57 ET",615322083.txt
401,402,Air Canada Reports 2016 Annual,https://www.newswire.ca/news-releases/air-canada-reports-2016-annual-results-614045054.html,Air Canada Reports 2016 Annual Results,"Feb 17, 2017, 06:00 ET",614045054.txt
402,403,Air Canada Inaugurates First M,https://www.newswire.ca/news-releases/air-canada-inaugurates-first-montreal-shanghai-non-stop-flights-613959113.html,Air Canada Inaugurates First Montreal-Shanghai Non-Stop Flights,"Feb 16, 2017, 11:07 ET",613959113.txt
403,404,Air Canada Increases Israel Se,https://www.newswire.ca/news-releases/air-canada-increases-israel-service-with-a-new-non-stop-route-from-montreal-and-daily-flights-from-toronto-613567703.html,Air Canada Increases Israel Service with a New Non-Stop Route from Montreal and Daily Flights from Toronto,"Feb 13, 2017, 06:00 ET",613567703.txt
404,405,Air Canada Unveils New Livery ,https://www.newswire.ca/news-releases/air-canada-unveils-new-livery-inspired-by-canada-613305993.html,Air Canada Unveils New Livery Inspired by Canada,"Feb 09, 2017, 12:31 ET",613305993.txt
405,406,/R E P E A T -- Media Advisory,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-invites-media-to-meet-the-top-canadian-talents-helping-to-shape-the-future-of-canadas-flag-carrier-613259583.html,/R E P E A T -- Media Advisory - Air Canada Invites Media to Meet the Top Canadian Talents Helping to Shape the Future of Canada's Flag-Carrier/,"Feb 09, 2017, 06:00 ET",613259583.txt
406,407,Media Advisory - Air Canada In,https://www.newswire.ca/news-releases/media-advisory---air-canada-invites-media-to-meet-the-top-canadian-talents-helping-to-shape-the-future-of-canadas-flag-carrier-613028963.html,Media Advisory - Air Canada Invites Media to Meet the Top Canadian Talents Helping to Shape the Future of Canada's Flag-Carrier,"Feb 07, 2017, 10:00 ET",613028963.txt
407,408,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-unveil-the-future-of-canadas-flag-carrier-at-events-in-toronto-montreal-and-vancouver-612679643.html,"Media Advisory - Air Canada to Unveil the Future of Canada's Flag Carrier at Events in Toronto, Montreal and Vancouver","Feb 03, 2017, 10:00 ET",612679643.txt
408,409,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-fourth-quarter-and-full-year-2016-results-612545133.html,Media Advisory - Air Canada to Present Fourth Quarter and Full Year 2016 Results,"Feb 02, 2017, 09:00 ET",612545133.txt
409,410,Air Canada Adds Iceland to Gro,https://www.newswire.ca/news-releases/air-canada-adds-iceland-to-growing-international-network-for-summer-2017-612391783.html,Air Canada Adds Iceland to Growing International Network for Summer 2017,"Feb 01, 2017, 07:00 ET",612391783.txt
410,411,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-host-2017-investor-day-on-september-19-in-toronto-611965355.html,Media Advisory - Air Canada to Host 2017 Investor Day on September 19 in Toronto,"Jan 27, 2017, 09:00 ET",611965355.txt
411,412,Air Canada Receives Award for ,https://www.newswire.ca/news-releases/air-canada-receives-award-for-best-corporate-sustainability-report---transportation-from-the-finance-and-sustainability-initiative-611907515.html,Air Canada Receives Award for Best Corporate Sustainability Report - Transportation from the Finance and Sustainability Initiative,"Jan 26, 2017, 16:09 ET",611907515.txt
412,413,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-altacorp-capital-5th-annual-institutional-investor-conference-610268695.html,"Media Advisory - Air Canada Executive Vice President and Chief Financial Officer, Michael Rousseau to Present at the AltaCorp Capital 5th Annual Institutional Investor Conference","Jan 10, 2017, 10:58 ET",610268695.txt
413,414,Air Canada Stock Outperforms a,https://www.newswire.ca/news-releases/air-canada-stock-outperforms-all-north-american-airline-peers-in-2016-609563155.html,Air Canada Stock Outperforms all North American Airline Peers in 2016,"Jan 03, 2017, 14:53 ET",609563155.txt
414,415,Air Canada and Cathay Pacific ,https://www.newswire.ca/news-releases/air-canada-and-cathay-pacific-to-introduce-codeshare-services-and-reciprocal-mileage-accrual-and-redemption-benefits-in-strategic-cooperation-607943726.html,Air Canada and Cathay Pacific to Introduce Codeshare Services and Reciprocal Mileage Accrual and Redemption Benefits in Strategic Cooperation,"Dec 22, 2016, 15:00 ET",607943726.txt
415,416,Air Canada Gives its Customers,https://www.newswire.ca/news-releases/air-canada-gives-its-customers-a-chance-to-pay-it-forward-with-free-flight-607936916.html,Air Canada Gives its Customers a Chance to Pay it Forward with Free Flight,"Dec 22, 2016, 13:59 ET",607936916.txt
416,417,Air Canada Inaugurates Twice-W,https://www.newswire.ca/news-releases/air-canada-inaugurates-twice-weekly-non-stop-service-between-montreal-and-san-jose-costa-rica-607916076.html,"Air Canada Inaugurates Twice-Weekly, Non-Stop Service between Montreal and San Jose, Costa Rica","Dec 22, 2016, 11:22 ET",607916076.txt
417,418,Air Canada Announces Appointme,https://www.newswire.ca/news-releases/air-canada-announces-appointment-of-lucie-guillemette-as-chief-commercial-officer-607646666.html,Air Canada Announces Appointment of Lucie Guillemette as Chief Commercial Officer,"Dec 20, 2016, 15:53 ET",607646666.txt
418,419,Air Canada Inaugurates Year-Ro,https://www.newswire.ca/news-releases/air-canada-inaugurates-year-round-service-between-toronto-and-port-of-spain-trinidad-607600966.html,"Air Canada Inaugurates Year-Round Service between Toronto and Port of Spain, Trinidad","Dec 20, 2016, 09:59 ET",607600966.txt
419,420,Air Canada Launches New Non-St,https://www.newswire.ca/news-releases/air-canada-launches-new-non-stop-service-between-montreal-and-san-juan-puerto-rico-607202626.html,"Air Canada Launches New Non-Stop Service between Montreal and San Juan, Puerto Rico","Dec 17, 2016, 09:37 ET",607202626.txt
420,421,Air Canada Offers Winter #Trav,https://www.newswire.ca/news-releases/air-canada-offers-winter-traveltips-606782696.html,Air Canada Offers Winter #TravelTips,"Dec 15, 2016, 08:00 ET",606782696.txt
421,422,Air Canada and Virgin Australi,https://www.newswire.ca/news-releases/air-canada-and-virgin-australia-to-introduce-codeshare-services-and-reciprocal-frequent-flyer-benefits-in-strategic-cooperation-606563026.html,Air Canada and Virgin Australia to Introduce Codeshare Services and Reciprocal Frequent Flyer Benefits in Strategic Cooperation,"Dec 14, 2016, 14:00 ET",606563026.txt
422,423,Andre De Grasse Voted Air Cana,https://www.newswire.ca/news-releases/andre-de-grasse-voted-air-canada-athlete-of-the-year-605432706.html,Andre De Grasse Voted Air Canada Athlete of the Year,"Dec 08, 2016, 09:00 ET",605432706.txt
423,424,Dallas Fort Worth Internationa,https://www.newswire.ca/news-releases/dallas-fort-worth-international-airport-says-bonjour-to-montreal-with-new-air-canada-service-605267396.html,"Dallas Fort Worth International Airport Says ""Bonjour"" to Montréal with New Air Canada Service","Dec 07, 2016, 13:42 ET",605267396.txt
424,425,Air Canada Spices up its U.S. ,https://www.newswire.ca/news-releases/air-canada-spices-up-its-us-schedule-with-six-new-transborder-routes-for-2017-605224186.html,Air Canada Spices up its U.S. Schedule with Six New Transborder Routes for 2017,"Dec 07, 2016, 10:00 ET",605224186.txt
425,426,Make Your Miles Count! Donate ,https://www.newswire.ca/news-releases/make-your-miles-count-donate-your-aeroplan-miles-to-the-air-canada-foundation-to-help-children-across-canada-605047506.html,Make Your Miles Count! Donate your Aeroplan Miles to the Air Canada Foundation to help children across Canada,"Dec 06, 2016, 14:27 ET",605047506.txt
426,427,Air Canada Inaugurates New Int,https://www.newswire.ca/news-releases/air-canada-inaugurates-new-international-maple-leaf-lounge-at-montreal-trudeau-airport-showcasing-canadian-and-quebec-design-and-artwork-604037176.html,Air Canada Inaugurates New International Maple Leaf Lounge at Montreal-Trudeau Airport Showcasing Canadian and Quebec Design and Artwork,"Dec 01, 2016, 11:39 ET",604037176.txt
427,428,/R E P E A T -- Media Advisory,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-credit-suisse-4th-annual-industrials-conference-603979186.html,"/R E P E A T -- Media Advisory - Air Canada Executive Vice President and Chief Financial Officer, Michael Rousseau, to Present at the Credit Suisse 4th Annual Industrials Conference/","Dec 01, 2016, 07:00 ET",603979186.txt
428,429,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-credit-suisse-4th-annual-industrials-conference-603620826.html,"Media Advisory - Air Canada Executive Vice President and Chief Financial Officer, Michael Rousseau, to Present at the Credit Suisse 4th Annual Industrials Conference","Nov 29, 2016, 14:03 ET",603620826.txt
429,430,Air Canada Launches Altitude S,https://www.newswire.ca/news-releases/air-canada-launches-altitude-skyriders-kids-club-makes-flying-an-adventure-for-children-aged-2-12-602650145.html,Air Canada Launches Altitude Skyriders Kids' Club; Makes Flying an Adventure for Children Aged 2-12,"Nov 23, 2016, 09:00 ET",602650145.txt
430,431,Canadians Invited to Select th,https://www.newswire.ca/news-releases/canadians-invited-to-select-the-winner-of-the-air-canada-athlete-of-the-year-award-2016-602247845.html,Canadians Invited to Select the Winner of the Air Canada Athlete of the Year Award 2016,"Nov 21, 2016, 09:00 ET",602247845.txt
431,432,Air Canada to launch Vancouver,https://www.newswire.ca/news-releases/air-canada-to-launch-vancouver-frankfurt-and-vancouver-london-gatwick-flights-for-summer-2017-600534171.html,Air Canada to launch Vancouver-Frankfurt and Vancouver-London Gatwick flights for Summer 2017,"Nov 09, 2016, 09:00 ET",600534171.txt
432,433,Air Canada Named One of Canada,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-top-100-employers-for-fourth-consecutive-year-600294981.html,Air Canada Named One of Canada's Top 100 Employers for Fourth Consecutive Year,"Nov 07, 2016, 15:04 ET",600294981.txt
433,434,/R E P E A T -- Media Advisory,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-to-present-third-quarter-2016-results-600226161.html,/R E P E A T -- Media Advisory - Air Canada to Present Third Quarter 2016 Results/,"Nov 07, 2016, 06:00 ET",600226161.txt
434,435,Air Canada Reports Record Thir,https://www.newswire.ca/news-releases/air-canada-reports-record-third-quarter-2016-results-600226181.html,Air Canada Reports Record Third Quarter 2016 Results,"Nov 07, 2016, 06:00 ET",600226181.txt
435,436,Air Canada enRoute Film Festiv,https://www.newswire.ca/news-releases/air-canada-enroute-film-festival-reveals-10th-anniversary-festival-finalists-599665421.html,Air Canada enRoute Film Festival reveals 10th Anniversary Festival Finalists,"Nov 02, 2016, 12:00 ET",599665421.txt
436,437,Air Canada President and Chief,https://www.newswire.ca/news-releases/air-canada-president-and-chief-executive-officer-calin-rovinescu-named-canadas-outstanding-ceo-of-the-year-for-2016-599502451.html,Air Canada President and Chief Executive Officer Calin Rovinescu Named Canada's Outstanding CEO of the Year for 2016,"Nov 01, 2016, 12:31 ET",599502451.txt
437,438,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-third-quarter-2016-results-598402111.html,Media Advisory - Air Canada to Present Third Quarter 2016 Results,"Oct 25, 2016, 15:11 ET",598402111.txt
438,439,Air Canada Inaugurates the Onl,https://www.newswire.ca/news-releases/air-canada-inaugurates-the-only-non-stop-flights-from-vancouver-to-india-ab-delhi-door-nahin-597832601.html,"Air Canada Inaugurates the Only Non-Stop Flights from Vancouver to India: ""Ab Delhi Door Nahin!""","Oct 20, 2016, 18:26 ET",597832601.txt
439,440,Air Canada Notifies Customers ,https://www.newswire.ca/news-releases/air-canada-notifies-customers-of-ban-on-samsung-galaxy-note-7-597183171.html,Air Canada Notifies Customers of Ban on Samsung Galaxy Note 7,"Oct 15, 2016, 09:09 ET",597183171.txt
440,441,Air Canada's Newest Maple Leaf,https://www.newswire.ca/news-releases/air-canadas-newest-maple-leaf-lounge-opens-at-newark-airport-597081371.html,Air Canada's Newest Maple Leaf Lounge Opens at Newark Airport,"Oct 14, 2016, 10:00 ET",597081371.txt
441,442,Air Canada Completes C$1.25 Bi,https://www.newswire.ca/news-releases/air-canada-completes-c125-billion-refinancing-596157221.html,Air Canada Completes C$1.25 Billion Refinancing,"Oct 06, 2016, 10:19 ET",596157221.txt
442,443,Air Canada Adds Non-Stop Montr,https://www.newswire.ca/news-releases/air-canada-adds-non-stop-montreal-algiers-and-montreal-marseille-flights-starting-in-summer-2017-595069011.html,Air Canada Adds Non-Stop Montreal-Algiers and Montreal-Marseille Flights Starting in Summer 2017,"Sep 28, 2016, 06:10 ET",595069011.txt
443,444,Air Canada Announces Toronto-M,https://www.newswire.ca/news-releases/air-canada-announces-toronto-mumbai-787-dreamliner-service-595068451.html,Air Canada Announces Toronto-Mumbai 787 Dreamliner Service,"Sep 28, 2016, 06:05 ET",595068451.txt
444,445,Air Canada Circles the World a,https://www.newswire.ca/news-releases/air-canada-circles-the-world-adding-six-new-destinations-to-its-expanding-international-network-595068141.html,Air Canada Circles the World adding Six New Destinations to its Expanding International Network,"Sep 28, 2016, 06:00 ET",595068141.txt
445,446,Air Canada Announces Pricing o,https://www.newswire.ca/news-releases/air-canada-announces-pricing-of-c125-billion-refinancing-594790041.html,Air Canada Announces Pricing of C$1.25 Billion Refinancing,"Sep 26, 2016, 08:00 ET",594790041.txt
446,447,Air Canada to Launch Non-Stop ,https://www.newswire.ca/news-releases/air-canada-to-launch-non-stop-montreal-shanghai-flights-594553531.html,Air Canada to Launch Non-Stop Montreal-Shanghai Flights,"Sep 23, 2016, 07:30 ET",594553531.txt
447,448,/R E P E A T -- Media Advisory,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-to-make-major-montreal-announcement-594546081.html,/R E P E A T -- Media Advisory - Air Canada to Make Major Montreal Announcement/,"Sep 23, 2016, 05:30 ET",594546081.txt
448,449,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-make-major-montreal-announcement-594457141.html,Media Advisory - Air Canada to Make Major Montreal Announcement,"Sep 22, 2016, 13:51 ET",594457141.txt
449,450,Air Canada Begins Construction,https://www.newswire.ca/news-releases/air-canada-begins-construction-on-a-new-hangar-at-its-toronto-pearson-global-hub-594425131.html,Air Canada Begins Construction on a New Hangar at its Toronto Pearson Global Hub,"Sep 22, 2016, 10:00 ET",594425131.txt
450,451,Media Advisory - Air Canada Gr,https://www.newswire.ca/news-releases/media-advisory---air-canada-ground-breaking-event-marks-start-of-construction-of-new-90-million-hangar-project-at-toronto-pearson-594168931.html,Media Advisory - Air Canada Ground-breaking Event Marks Start of Construction of new $90 million Hangar Project at Toronto Pearson,"Sep 20, 2016, 15:19 ET",594168931.txt
451,452,Air Canada Supports Six Degree,https://www.newswire.ca/news-releases/air-canada-supports-six-degrees-inaugural-conference-in-toronto-594147481.html,Air Canada Supports Six Degrees Inaugural Conference in Toronto,"Sep 20, 2016, 12:40 ET",594147481.txt
452,453,Air Canada Soars with Hockey's,https://www.newswire.ca/news-releases/air-canada-soars-with-hockeys-greatest-players-as-the-official-airline-of-the-world-cup-of-hockey-593728201.html,Air Canada Soars with Hockey's Greatest Players as the Official Airline of the World Cup of Hockey,"Sep 16, 2016, 14:06 ET",593728201.txt
453,454,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cibc-15th-annual-eastern-institutional-investor-conference-593571821.html,"Media Advisory - Air Canada Executive Vice President and Chief Financial Officer, Michael Rousseau, to Present at the CIBC 15th Annual Eastern Institutional Investor Conference","Sep 15, 2016, 12:56 ET",593571821.txt
454,455,Air Canada to Launch Non-Stop ,https://www.newswire.ca/news-releases/air-canada-to-launch-non-stop-flights-from-vancouver-to-dallas-fort-worth-592581861.html,Air Canada to Launch Non-Stop Flights from Vancouver to Dallas-Fort Worth,"Sep 07, 2016, 10:00 ET",592581861.txt
455,456,Air Canada Announces Condition,https://www.newswire.ca/news-releases/air-canada-announces-conditional-notices-of-redemption-for-all-of-its-outstanding-6750-senior-secured-notes-due-2019-7625-senior-secured-notes-due-2019-and-8750-senior-second-lien-notes-due-2020-subject-to-592485161.html,"Air Canada Announces Conditional Notices of Redemption for All of its Outstanding 6.750% Senior Secured Notes due 2019, 7.625% Senior Secured Notes due 2019 and 8.750% Senior Second Lien Notes due 2020, Subject to Completion of Proposed Refinancing Transaction","Sep 06, 2016, 16:20 ET",592485161.txt
456,457,Air Canada Proudly Brings Cana,https://www.newswire.ca/news-releases/air-canada-proudly-brings-canadas-olympic-athletes-home-590939371.html,Air Canada Proudly Brings Canada's Olympic Athletes Home,"Aug 22, 2016, 14:02 ET",590939371.txt
457,458,Air Canada Fastest Growing Bra,https://www.newswire.ca/news-releases/air-canada-fastest-growing-brand-among-canadas-largest-corporations-only-airline-among-canadas-top-50-brands-588919681.html,Air Canada Fastest Growing Brand Among Canada's Largest Corporations; Only airline among Canada's Top 50 brands,"Aug 02, 2016, 07:00 ET",588919681.txt
458,459,OTC Markets Group Welcomes Air,https://www.newswire.ca/news-releases/otc-markets-group-welcomes-air-canada-to-otcqx-588636791.html,OTC Markets Group Welcomes Air Canada to OTCQX,"Jul 29, 2016, 07:00 ET",588636791.txt
459,460,Air Canada Reports Second Quar,https://www.newswire.ca/news-releases/air-canada-reports-second-quarter-2016-results-588633261.html,Air Canada Reports Second Quarter 2016 Results,"Jul 29, 2016, 06:00 ET",588633261.txt
460,461,Air Canada to Commence Trading,https://www.newswire.ca/news-releases/air-canada-to-commence-trading-on-the-otcqx-market-in-the-united-states-588524651.html,Air Canada to Commence Trading on the OTCQX Market in the United States,"Jul 28, 2016, 08:00 ET",588524651.txt
